Value,Status,Product,Call Sign MMSI: Last Modified Date
M3LJU,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FBF,Reserved,,12/08/2016
M3LJX,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FBG,Reserved,,12/08/2016
M3LKA,Allocated,Amateur Foundation Radio Licence,12/08/2016
21FBH,Reserved,,12/08/2016
M3HEF,Allocated,Amateur Foundation Radio Licence,02/08/2016
21FMI,Reserved,,12/08/2016
M3LKC,Reserved,Amateur Foundation Radio Licence,12/08/2016
21FMJ,Reserved,,12/08/2016
M3RLA,Allocated,Amateur Foundation Radio Licence,23/07/2016
21FJY,Reserved,,12/08/2016
M3LKE,Allocated,Amateur Foundation Radio Licence,12/08/2016
20AVO,Reserved,,12/08/2016
M3LKG,Allocated,Amateur Foundation Radio Licence,12/08/2016
20BRN,Reserved,,12/08/2016
M3LKI,Allocated,Amateur Foundation Radio Licence,12/08/2016
21KOI,Reserved,,11/01/2023
M3LKK,Allocated,Amateur Foundation Radio Licence,23/07/2016
21EDL,Reserved,,12/08/2016
M3LKO,Allocated,Amateur Foundation Radio Licence,02/08/2016
21EDN,Reserved,,12/08/2016
M3TLL,Allocated,Amateur Foundation Radio Licence,27/12/2018
21EDO,Reserved,,12/08/2016
M3LAR,Allocated,Amateur Foundation Radio Licence,02/08/2016
21EDP,Reserved,,12/08/2016
M3LKU,Allocated,Amateur Foundation Radio Licence,02/08/2016
21FKI,Reserved,,12/08/2016
M3GAE,Allocated,Amateur Foundation Radio Licence,12/08/2016
21EDQ,Reserved,,12/08/2016
M3JAC,Allocated,Amateur Foundation Radio Licence,12/08/2016
21EDS,Reserved,,12/08/2016
M3LKV,Allocated,Amateur Foundation Radio Licence,12/08/2016
21EDU,Reserved,,12/08/2016
M3KXN,Allocated,Amateur Foundation Radio Licence,12/08/2016
21ENS,Reserved,,12/08/2016
M3KXO,Allocated,Amateur Foundation Radio Licence,24/08/2022
21ENT,Reserved,,12/08/2016
M3RBX,Allocated,Amateur Foundation Radio Licence,12/08/2016
21ENU,Reserved,,12/08/2016
M3KXQ,Allocated,Amateur Foundation Radio Licence,12/08/2016
21ENV,Reserved,,12/08/2016
M3GAI,Allocated,Amateur Foundation Radio Licence,12/08/2016
G3HCY,Reserved,,12/08/2016
M3KXS,Allocated,Amateur Foundation Radio Licence,02/08/2016
G3HDD,Reserved,,12/08/2016
M3KXU,Reserved,Amateur Foundation Radio Licence,02/08/2016
G3HDE,Reserved,,12/08/2016
M3KXV,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HDG,Reserved,,12/08/2016
M3KXW,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HDH,Reserved,,12/08/2016
M3NIF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G3HDQ,Reserved,,12/08/2016
M3ZLL,Allocated,Amateur Foundation Radio Licence,30/03/2022
G3HDR,Reserved,,12/08/2016
M3KNY,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VLE,Reserved,,12/08/2016
M3LQC,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1VLG,Reserved,,12/08/2016
M3GJL,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VLH,Reserved,,12/08/2016
M3LQD,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1VLO,Reserved,,12/08/2016
M3LQE,Allocated,Amateur Foundation Radio Licence,12/11/2018
G1VLP,Reserved,,12/08/2016
M3LXX,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1IDY,Reserved,,01/07/2020
M3LQF,Reserved,Amateur Foundation Radio Licence,09/02/2017
G1VLQ,Reserved,,12/08/2016
M3LQG,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1VLT,Reserved,,12/08/2016
M3XAS,Allocated,Amateur Foundation Radio Licence,06/04/2020
G1VLX,Reserved,,12/08/2016
M3CWW,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VMI,Reserved,,12/08/2016
M3NBO,Allocated,Amateur Foundation Radio Licence,02/08/2016
G1VMK,Reserved,,12/08/2016
M3NBQ,Allocated,Amateur Foundation Radio Licence,02/08/2016
G1VNB,Allocated,,12/06/2017
M3FJN,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VND,Reserved,,12/08/2016
M3NFN,Reserved,Amateur Foundation Radio Licence,12/08/2016
G1VNG,Reserved,,12/08/2016
M3FOI,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VNK,Reserved,,12/08/2016
M3NFP,Reserved,Amateur Foundation Radio Licence,02/08/2016
G1IEF,Reserved,,12/08/2016
M3NFQ,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VNR,Reserved,,12/08/2016
M3NFU,Allocated,Amateur Foundation Radio Licence,12/08/2016
G1VNW,Reserved,,12/08/2016
M3YEC,Allocated,Amateur Foundation Radio Licence,25/10/2016
G1VNY,Reserved,,12/08/2016
M3NFV,Reserved,Amateur Foundation Radio Licence,23/07/2016
G1VOD,Reserved,,12/08/2016
M3ZSR,Allocated,Amateur Foundation Radio Licence,16/01/2022
G1VOF,Reserved,,12/08/2016
M3NFW,Allocated,Amateur Foundation Radio Licence,28/12/2018
G1VOH,Reserved,,12/08/2016
M3NFX,Allocated,Amateur Foundation Radio Licence,04/05/2021
G1VOR,Allocated,,02/12/2020
M3NFZ,Allocated,Amateur Foundation Radio Licence,04/12/2020
G1VOU,Reserved,,12/08/2016
M3XMX,Allocated,Amateur Foundation Radio Licence,27/10/2022
G2BUR,Reserved,,12/08/2016
M3TEL,Allocated,Amateur Foundation Radio Licence,02/08/2016
G2BUY,Reserved,,12/08/2016
M3NGF,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1IEJ,Reserved,,23/12/2022
M3SPO,Allocated,Amateur Foundation Radio Licence,12/08/2016
G2BVM,Reserved,,12/08/2016
M3NGG,Allocated,Amateur Foundation Radio Licence,05/03/2021
G2BVW,Reserved,,12/08/2016
M3NGI,Allocated,Amateur Foundation Radio Licence,20/01/2023
G2BWF,Reserved,,12/08/2016
M3NGJ,Allocated,Amateur Foundation Radio Licence,23/07/2016
G2BUV,Reserved,,12/08/2016
M3SML,Allocated,Amateur Foundation Radio Licence,23/07/2016
G2BWN,Reserved,,12/08/2016
M3NGM,Allocated,Amateur Foundation Radio Licence,23/07/2016
G2BYK,Reserved,,12/08/2016
M3OJB,Allocated,Amateur Foundation Radio Licence,08/09/2021
G2BYM,Reserved,,12/08/2016
M3NGN,Allocated,Amateur Foundation Radio Licence,23/07/2016
G2BYP,Reserved,,12/08/2016
M3NGP,Allocated,Amateur Foundation Radio Licence,23/07/2016
G2CBC,Reserved,,12/08/2016
M3SFG,Reserved,Amateur Foundation Radio Licence,23/07/2016
M3OJO,Reserved,,12/08/2016
M3YNO,Allocated,Amateur Foundation Radio Licence,04/09/2020
M3ATR,Reserved,,12/08/2016
M3PEG,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3SPK,Reserved,,12/08/2016
M3RVW,Allocated,Amateur Foundation Radio Licence,02/08/2016
M3ANB,Reserved,,12/08/2016
M3OSI,Allocated,Amateur Foundation Radio Licence,11/09/2017
M3SMJ,Reserved,,12/08/2016
M3OSK,Allocated,Amateur Foundation Radio Licence,06/01/2021
M3CMS,Reserved,,12/08/2016
M3OSL,Allocated,Amateur Foundation Radio Licence,18/01/2018
M3JRW,Reserved,,12/08/2016
M3SGX,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3ISS,Reserved,,12/08/2016
M3UAF,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3XXJ,Reserved,,12/08/2016
M3OSQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3XYV,Reserved,,12/08/2016
M3ZRJ,Allocated,Amateur Foundation Radio Licence,23/03/2018
M3DQH,Reserved,,12/08/2016
M3WAC,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3JVG,Reserved,,12/08/2016
M3OSS,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3AMP,Reserved,,12/08/2016
M3OSU,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3SDW,Reserved,,12/08/2016
M3OSW,Allocated,Amateur Foundation Radio Licence,12/08/2016
M3EJM,Allocated,,13/04/2017
M6SXY,Allocated,Amateur Foundation Radio Licence,17/12/2016
M3JPB,Reserved,,12/08/2016
M6APT,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3DSB,Reserved,,12/08/2016
M3RVG,Allocated,Amateur Foundation Radio Licence,15/09/2019
M3NAG,Reserved,,12/08/2016
M3RPZ,Allocated,Amateur Foundation Radio Licence,06/10/2018
M3DNS,Reserved,,12/08/2016
M3YMO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3GJB,Reserved,,12/08/2016
M6PCI,Allocated,Amateur Foundation Radio Licence,19/03/2019
M3CPQ,Reserved,,12/08/2016
M6JEX,Allocated,Amateur Foundation Radio Licence,11/10/2019
M3MCD,Reserved,,12/08/2016
M6DRL,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3NAI,Reserved,,12/08/2016
M3ZFG,Reserved,Amateur Foundation Radio Licence,23/07/2016
M3VFR,Reserved,,12/08/2016
M6JDW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3HEM,Reserved,,12/08/2016
M6WVE,Allocated,Amateur Foundation Radio Licence,08/09/2018
M3WXF,Reserved,,12/08/2016
M6HOP,Allocated,Amateur Foundation Radio Licence,16/03/2021
M3CMU,Reserved,,12/08/2016
M6ART,Allocated,Amateur Foundation Radio Licence,27/12/2022
M3JFK,Reserved,,12/08/2016
M6TNY,Allocated,Amateur Foundation Radio Licence,21/01/2019
M3KDJ,Reserved,,12/08/2016
M6PSH,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3RBR,Reserved,,12/08/2016
M6WIT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3TEX,Reserved,,12/08/2016
M3YMQ,Reserved,Amateur Foundation Radio Licence,14/08/2020
M3ERQ,Reserved,,12/08/2016
M6SJB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3FRH,Reserved,,12/08/2016
M6BSL,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3ETL,Reserved,,12/08/2016
M6ZZZ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3ACR,Reserved,,12/08/2016
M6RJK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3TRA,Reserved,,12/08/2016
M6DRJ,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3EEC,Reserved,,12/08/2016
M6MST,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3DKE,Reserved,,12/08/2016
M6IDC,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3VHK,Reserved,,12/08/2016
M3YMU,Allocated,Amateur Foundation Radio Licence,23/07/2016
M3GOS,Reserved,,12/08/2016
M6JCH,Allocated,Amateur Foundation Radio Licence,27/05/2020
M3CYO,Reserved,,12/08/2016
M6CBX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3IMS,Reserved,,12/08/2016
M6DXE,Allocated,Amateur Foundation Radio Licence,10/08/2016
M3BJS,Reserved,,12/08/2016
M6RYS,Allocated,Amateur Foundation Radio Licence,19/04/2018
G6MOR,Reserved,,12/08/2016
M6MAW,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7ATK,Reserved,,12/08/2016
M6KNZ,Allocated,Amateur Foundation Radio Licence,14/05/2019
G6JJC,Reserved,,12/08/2016
M6OGY,Allocated,Amateur Foundation Radio Licence,24/05/2018
G6JJH,Reserved,,12/08/2016
M3YMX,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6JJV,Reserved,,12/08/2016
M6CRS,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6JKB,Reserved,,12/08/2016
M3YMY,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6JKJ,Reserved,,12/08/2016
M6GAA,Allocated,Amateur Foundation Radio Licence,07/04/2020
G6JKL,Allocated,,14/10/2022
M6RDL,Allocated,Amateur Foundation Radio Licence,20/09/2021
G6JKM,Reserved,,12/08/2016
M3YMZ,Allocated,Amateur Foundation Radio Licence,03/03/2021
G6JKP,Reserved,,12/08/2016
M3YNA,Allocated,Amateur Foundation Radio Licence,11/02/2019
G6JKX,Reserved,,12/08/2016
M6RBK,Allocated,Amateur Foundation Radio Licence,23/07/2016
G6JLJ,Reserved,,12/08/2016
M6KAE,Allocated,Amateur Foundation Radio Licence,23/07/2016
G7ATL,Reserved,,12/08/2016
M6BBQ,Allocated,Amateur Foundation Radio Licence,10/08/2016
G6JLP,Reserved,,12/08/2016
M6TAT,Allocated,Amateur Foundation Radio Licence,08/10/2019
G6JLR,Reserved,,14/03/2018
M0IAG,Allocated,Amateur Full Radio Licence,23/07/2016
G6JLV,Reserved,,12/08/2016
M0PPE,Allocated,Amateur Full Radio Licence,09/10/2020
G6JLY,Reserved,,12/08/2016
M0PPA,Reserved,Amateur Full Radio Licence,30/06/2022
G6JMK,Reserved,,12/08/2016
M0YGM,Reserved,Amateur Full Radio Licence,15/02/2019
G6JMS,Allocated,,24/06/2022
M0HMZ,Allocated,Amateur Full Radio Licence,01/12/2018
G6JMT,Reserved,,12/08/2016
M0HSF,Allocated,Amateur Full Radio Licence,22/07/2022
G6JMZ,Reserved,,12/08/2016
M0HNO,Allocated,Amateur Full Radio Licence,23/07/2016
G6JNA,Reserved,,12/08/2016
M0HNP,Allocated,Amateur Full Radio Licence,23/07/2016
G6JNC,Reserved,,12/08/2016
M0YUI,Allocated,Amateur Full Radio Licence,19/06/2021
G8RBJ,Reserved,,12/08/2016
M0HNR,Allocated,Amateur Full Radio Licence,23/07/2016
G6NNX,Reserved,,12/08/2016
M0OJX,Allocated,Amateur Full Radio Licence,11/07/2021
G8RBT,Reserved,,12/08/2016
M0WTH,Allocated,Amateur Full Radio Licence,14/01/2018
G8RCF,Reserved,,12/08/2016
M0KVL,Allocated,Amateur Full Radio Licence,23/07/2016
G8RCG,Reserved,,12/08/2016
M0IEI,Allocated,Amateur Full Radio Licence,08/10/2017
G8RCU,Reserved,,12/08/2016
M0HNY,Reserved,Amateur Full Radio Licence,23/07/2016
G8RCW,Reserved,,12/08/2016
M0HNZ,Allocated,Amateur Full Radio Licence,23/07/2016
G8RDI,Allocated,,21/01/2022
M0HOF,Allocated,Amateur Full Radio Licence,23/07/2016
G8RDL,Reserved,,12/08/2016
M0IKL,Allocated,Amateur Full Radio Licence,02/08/2016
G8RDR,Reserved,,12/08/2016
M0HOJ,Allocated,Amateur Full Radio Licence,13/06/2018
G8RDZ,Reserved,,12/08/2016
M0TUN,Allocated,Amateur Full Radio Licence,29/08/2019
G8REZ,Reserved,,12/08/2016
M0KSW,Allocated,Amateur Full Radio Licence,12/05/2020
G6NOD,Reserved,,12/08/2016
M0HOV,Allocated,Amateur Full Radio Licence,23/07/2016
G8OIM,Reserved,,12/08/2016
M0HOZ,Allocated,Amateur Full Radio Licence,26/01/2021
G8DHZ,Reserved,,12/08/2016
M0HPA,Allocated,Amateur Full Radio Licence,23/07/2016
G8PGM,Reserved,,12/08/2016
M0HPI,Allocated,Amateur Full Radio Licence,14/06/2018
G8PRB,Reserved,,12/08/2016
M0ILB,Allocated,Amateur Full Radio Licence,05/01/2018
G8SGU,Reserved,,12/08/2016
M0HQA,Allocated,Amateur Full Radio Licence,23/07/2016
G8SLQ,Reserved,,12/08/2016
M0HQB,Allocated,Amateur Full Radio Licence,21/01/2021
G8SRK,Reserved,,12/08/2016
M0HQD,Allocated,Amateur Full Radio Licence,18/10/2017
G7NEP,Reserved,,12/08/2016
M0SDU,Allocated,Amateur Full Radio Licence,18/05/2017
G7NEQ,Reserved,,12/08/2016
M0MEI,Allocated,Amateur Full Radio Licence,03/01/2019
G8DIN,Reserved,,12/08/2016
M0WNH,Allocated,Amateur Full Radio Licence,23/07/2016
G7JRB,Reserved,,12/08/2016
M0VIA,Allocated,Amateur Full Radio Licence,20/05/2018
G7NEU,Reserved,,12/08/2016
M0HQX,Allocated,Amateur Full Radio Licence,23/07/2016
G7NEW,Reserved,,12/08/2016
M0HUA,Allocated,Amateur Full Radio Licence,19/10/2018
G7NEX,Reserved,,12/08/2016
M0HRI,Allocated,Amateur Full Radio Licence,13/03/2017
G7NEZ,Reserved,,12/08/2016
M0SGO,Allocated,Amateur Full Radio Licence,23/10/2022
G7NFA,Reserved,,12/08/2016
M0HRJ,Allocated,Amateur Full Radio Licence,23/07/2016
G6CJM,Allocated,,16/11/2022
M0HRK,Allocated,Amateur Full Radio Licence,08/03/2018
G7NFC,Reserved,,12/08/2016
M0HRX,Allocated,Amateur Full Radio Licence,04/05/2022
G7NFD,Reserved,,12/08/2016
M0PLO,Allocated,Amateur Full Radio Licence,23/07/2016
G7NFH,Reserved,,12/08/2016
M0LYQ,Allocated,Amateur Full Radio Licence,14/03/2022
G6BIW,Reserved,,12/08/2016
M0KUY,Allocated,Amateur Full Radio Licence,23/07/2016
G7NDU,Reserved,,12/08/2016
G4VBQ,Allocated,Amateur Full Radio Licence,23/07/2016
G7NEA,Reserved,,12/08/2016
G6JIC,Allocated,Amateur Full Radio Licence,27/02/2021
G7NES,Reserved,,12/08/2016
G7VZD,Allocated,Amateur Full Radio Licence,11/02/2018
G7NEV,Reserved,,12/08/2016
M0MAK,Allocated,Amateur Full Radio Licence,23/07/2016
G7NEY,Reserved,,12/08/2016
M1DTJ,Allocated,Amateur Full Radio Licence,12/08/2016
G0RSC,Reserved,,12/08/2016
G7NCE,Allocated,Amateur Full Radio Licence,23/07/2016
G0RUB,Reserved,,12/08/2016
G7BHW,Allocated,Amateur Full Radio Licence,23/07/2016
G0RYE,Reserved,,12/08/2016
G7OYX,Allocated,Amateur Full Radio Licence,07/08/2022
G0RSB,Reserved,,12/08/2016
G7APP,Allocated,Amateur Full Radio Licence,10/02/2020
G8DJY,Reserved,,12/08/2016
G8JTY,Allocated,Amateur Full Radio Licence,12/08/2016
G0RWN,Reserved,,12/08/2016
M0XIK,Allocated,Amateur Full Radio Licence,10/07/2020
G1HPJ,Reserved,,12/08/2016
M0MAU,Allocated,Amateur Full Radio Licence,03/03/2020
G7NFI,Reserved,,12/08/2016
M0MWZ,Allocated,Amateur Full Radio Licence,30/03/2019
G7NFL,Reserved,,12/08/2016
M0PLR,Allocated,Amateur Full Radio Licence,17/04/2022
G7NFQ,Reserved,,12/08/2016
G7PVU,Allocated,Amateur Full Radio Licence,12/08/2016
G0SGE,Reserved,,12/08/2016
M0ZNH,Allocated,Amateur Full Radio Licence,23/07/2016
G1NLU,Reserved,,12/08/2016
M0RXW,Allocated,Amateur Full Radio Licence,03/03/2021
G6EBK,Reserved,,12/08/2016
G0ENR,Allocated,Amateur Full Radio Licence,23/07/2016
G7NFV,Reserved,,12/08/2016
M0GNZ,Allocated,Amateur Full Radio Licence,23/07/2016
M1DVU,Reserved,,12/08/2016
M0PAI,Allocated,Amateur Full Radio Licence,10/05/2022
M1DVW,Reserved,,12/08/2016
M0GOB,Allocated,Amateur Full Radio Licence,24/02/2021
M1DVX,Reserved,,12/08/2016
M0IAB,Allocated,Amateur Full Radio Licence,02/08/2016
M1DVZ,Reserved,,12/08/2016
M0SIT,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWA,Reserved,,12/08/2016
M0IBZ,Allocated,Amateur Full Radio Licence,07/06/2021
M1DWB,Reserved,,12/08/2016
M0WTY,Allocated,Amateur Full Radio Licence,20/04/2022
M1DWC,Reserved,,12/08/2016
M0PNP,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWE,Reserved,,12/08/2016
M0GOC,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWF,Reserved,,12/08/2016
M0TCX,Allocated,Amateur Full Radio Licence,16/09/2022
G4ANM,Reserved,,12/08/2016
M0MIB,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWG,Reserved,,12/08/2016
M0MAQ,Allocated,Amateur Full Radio Licence,30/09/2016
M1DXR,Reserved,,12/08/2016
M0XVF,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWH,Reserved,,12/08/2016
M0ZMS,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWI,Reserved,,12/08/2016
M0WEI,Allocated,Amateur Full Radio Licence,06/07/2019
M0CGK,Reserved,,12/08/2016
M0ULT,Allocated,Amateur Full Radio Licence,26/09/2019
M0AOO,Reserved,,12/08/2016
M0GOG,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWK,Reserved,,12/08/2016
M0XFM,Allocated,Amateur Full Radio Licence,30/10/2022
M1DWJ,Reserved,,12/08/2016
M0OYG,Allocated,Amateur Full Radio Licence,28/08/2022
G6OPA,Reserved,,12/08/2016
M0BDE,Allocated,Amateur Full Radio Licence,23/07/2016
M1DWN,Reserved,,12/08/2016
M0SAZ,Allocated,Amateur Full Radio Licence,01/04/2021
M1DWR,Reserved,,12/08/2016
M0GXA,Allocated,Amateur Full Radio Licence,06/04/2022
M0BIF,Reserved,,12/08/2016
M0RBE,Allocated,Amateur Full Radio Licence,08/01/2019
M1CGN,Reserved,,12/08/2016
M0KER,Allocated,Amateur Full Radio Licence,11/05/2019
G8VDD,Reserved,,12/08/2016
M0ZXI,Allocated,Amateur Full Radio Licence,23/07/2016
G7AJL,Reserved,,12/08/2016
G7FHC,Allocated,Amateur Full Radio Licence,12/08/2016
M1CHK,Reserved,,12/08/2016
M1DIL,Allocated,Amateur Full Radio Licence,12/08/2016
M1DEB,Reserved,,12/08/2016
G7UIQ,Allocated,Amateur Full Radio Licence,12/08/2016
M1DEH,Reserved,,12/08/2016
G8VJP,Allocated,Amateur Full Radio Licence,23/07/2016
M1DEK,Reserved,,12/08/2016
G7PJU,Allocated,Amateur Full Radio Licence,23/07/2016
M1DEO,Allocated,,16/05/2022
G1MKS,Allocated,Amateur Full Radio Licence,12/08/2016
M1DEP,Reserved,,12/08/2016
G7VXS,Allocated,Amateur Full Radio Licence,12/08/2016
M1DEQ,Reserved,,12/08/2016
G0VAK,Allocated,Amateur Full Radio Licence,23/07/2016
M1DES,Reserved,,12/08/2016
G7MOT,Allocated,Amateur Full Radio Licence,12/08/2016
M1DET,Reserved,,12/08/2016
G3WFL,Reserved,Amateur Full Radio Licence,31/07/2019
M1DEU,Reserved,,12/08/2016
G8NEY,Allocated,Amateur Full Radio Licence,03/08/2020
M1DEV,Reserved,,12/08/2016
G3SZE,Allocated,Amateur Full Radio Licence,04/06/2019
M1DEW,Reserved,,12/08/2016
G1NTE,Allocated,Amateur Full Radio Licence,19/04/2017
M1DEX,Reserved,,12/08/2016
G0LZX,Allocated,Amateur Full Radio Licence,14/02/2018
M1DFA,Reserved,,12/08/2016
G1HRW,Allocated,Amateur Full Radio Licence,23/07/2016
M1DFD,Reserved,,12/08/2016
G1XNG,Allocated,Amateur Full Radio Licence,23/07/2016
M1DFF,Reserved,,12/08/2016
G1CJI,Allocated,Amateur Full Radio Licence,23/07/2016
M1DFH,Reserved,,12/08/2016
G1BXL,Allocated,Amateur Full Radio Licence,11/11/2020
M1DFI,Reserved,,12/08/2016
G0IRV,Allocated,Amateur Full Radio Licence,12/08/2016
M1CLY,Reserved,,12/08/2016
M0ADX,Allocated,Amateur Full Radio Licence,28/09/2022
M1CMJ,Reserved,,12/08/2016
M0GSL,Allocated,Amateur Full Radio Licence,23/07/2016
M1COF,Reserved,,12/08/2016
G0KST,Allocated,Amateur Full Radio Licence,12/08/2016
G6RQH,Reserved,,12/08/2016
G6YGZ,Reserved,Amateur Full Radio Licence,07/06/2021
G8DDT,Reserved,,12/08/2016
G6ONI,Allocated,Amateur Full Radio Licence,01/06/2020
G8WJF,Reserved,,12/08/2016
G1SCY,Allocated,Amateur Full Radio Licence,31/12/2020
G0RUN,Reserved,,12/08/2016
M0GSO,Allocated,Amateur Full Radio Licence,23/07/2016
G0RWP,Reserved,,12/08/2016
G8UYD,Reserved,Amateur Full Radio Licence,23/07/2016
G4GHE,Reserved,,12/08/2016
G1JMO,Allocated,Amateur Full Radio Licence,23/07/2016
G0RZW,Reserved,,12/08/2016
G4NXK,Allocated,Amateur Full Radio Licence,23/07/2016
G7MGF,Reserved,,12/08/2016
G1GIL,Reserved,Amateur Full Radio Licence,15/05/2018
G1SAG,Reserved,,12/08/2016
G8DIU,Allocated,Amateur Full Radio Licence,12/08/2016
G7MIU,Reserved,,12/08/2016
M1AUH,Allocated,Amateur Full Radio Licence,23/07/2016
G0SBJ,Reserved,,12/08/2016
G4FUT,Allocated,Amateur Full Radio Licence,23/07/2016
G7MNR,Reserved,,12/08/2016
G6ZVL,Allocated,Amateur Full Radio Licence,23/07/2016
G7MPX,Reserved,,12/08/2016
G8JZO,Allocated,Amateur Full Radio Licence,23/07/2016
M0DTF,Reserved,,12/08/2016
M0XXW,Allocated,Amateur Full Radio Licence,04/02/2022
G7NGA,Reserved,,12/08/2016
M0RET,Allocated,Amateur Full Radio Licence,13/06/2022
G7NNC,Reserved,,12/08/2016
M0JME,Allocated,Amateur Full Radio Licence,12/08/2016
G0SKZ,Reserved,,12/08/2016
M0JUG,Allocated,Amateur Full Radio Licence,16/08/2021
